Recipe Title,Recipe URL,Recipe Video,Most_Accurate_Cutlery,Most_Occurring_Cutlery,Last_Detected_Cutlery,All_Cutlery,Most_Accurate_Container,Most_Occurring_Container,Last_Detected_Container,All_Containers,Most_Accurate_Glass,Most_Occurring_Glass,Last_Detected_Glass,All_Glasses,Potential Foods,Other detections
Mini Strudels 4 Ways,https://tasty.co/recipe/mini-strudels-4-ways,388.0,"[{'Cutlery': 'person', 'Accuracy': 51}]","[{'Cutlery': 'person', 'Occurrence': 1, 'Average Accuracy': 51.0}]","{'Cutlery': 'person', 'Accuracy': 51}","{'person': {'Top Accuracy': 51, 'Occurrence': 1}}","{'Container': 'bowl', 'Accuracy': 55}","[{'Container': 'bowl', 'Occurrence': 3, 'Average Accuracy': 55.0}]","{'Container': 'bowl', 'Accuracy': 55}","{'bowl': {'Top Accuracy': 55, 'Occurrence': 3}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'donut': {'Top Accuracy': 61, 'Occurrences': 4}, 'cake': {'Top Accuracy': 67, 'Occurrences': 8}, 'sandwich': {'Top Accuracy': 61, 'Occurrences': 13}}","{'bird': [49, 49], 'teddy bear': [48, 50, 50, 52, 51, 51, 50, 49, 47, 52, 47, 52, 51, 51], 'silicone-spatula': [51, 52, 54, 57, 53, 50, 49, 49, 49, 49, 49, 49, 49, 50, 47, 60, 57, 54, 48, 55], 'turner': [47], 'umbrella': [47, 57], 'toothbrush': [50, 54, 49], 'bed': [47, 47], 'sieve': [49, 54, 53, 56, 55, 56, 56, 56, 55, 55, 55, 56, 56]}"
Leftover Ham Sheet Pan Cubanos,https://tasty.co/recipe/leftover-ham-sheet-pan-cubanos,389.0,"[{'Cutlery': 'person', 'Accuracy': 71}]","[{'Cutlery': 'person', 'Occurrence': 34, 'Average Accuracy': 59.911764705882355}]","{'Cutlery': 'person', 'Accuracy': 64}","{'person': {'Top Accuracy': 71, 'Occurrence': 34}}","{'Container': 'bowl', 'Accuracy': 59}","[{'Container': 'bowl', 'Occurrence': 2, 'Average Accuracy': 58.5}]","{'Container': 'bowl', 'Accuracy': 58}","{'bowl': {'Top Accuracy': 59, 'Occurrence': 2}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 58, 'Occurrences': 16}, 'sandwich': {'Top Accuracy': 51, 'Occurrences': 1}}","{'pan': [69, 65], 'baking-sheet': [49], 'surfboard': [47, 50, 47, 49, 64, 51, 57, 57, 54, 52, 56, 53], 'silicone-spatula': [53, 49, 47, 53, 50], 'fire hydrant': [53, 48], 'mouse': [49, 67, 61, 50, 48], 'sieve': [53, 48]}"
Egg-In-Hole Layered Breakfast Bake,https://tasty.co/recipe/ham-cheese-egg-in-the-hole-layered-bake,392.0,"[{'Cutlery': None, 'Accuracy': -1}]","[{'Cutlery': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Container': 'bowl', 'Accuracy': 55}","[{'Container': 'bowl', 'Occurrence': 67, 'Average Accuracy': 51.776119402985074}]","{'Container': 'bowl', 'Accuracy': 55}","{'bowl': {'Top Accuracy': 55, 'Occurrence': 67}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 61, 'Occurrences': 21}, 'donut': {'Top Accuracy': 64, 'Occurrences': 7}}","{'silicone-spatula': [49, 51, 50, 52, 55, 56, 52, 49, 49, 49, 49, 50, 51, 51, 51, 51, 51, 51, 47], 'pinch-bowl': [49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49]}"
Award-Winning Cuban Sandwich By El Cochinito,https://tasty.co/recipe/award-winning-cuban-sandwich-by-el-cochinito,393.0,"[{'Cutlery': 'person', 'Accuracy': 90}]","[{'Cutlery': 'person', 'Occurrence': 45, 'Average Accuracy': 86.82222222222222}]","{'Cutlery': 'person', 'Accuracy': 85}","{'person': {'Top Accuracy': 90, 'Occurrence': 45}}","{'Container': 'bowl', 'Accuracy': 53}","[{'Container': 'bowl', 'Occurrence': 3, 'Average Accuracy': 53.0}]","{'Container': 'bowl', 'Accuracy': 53}","{'bowl': {'Top Accuracy': 53, 'Occurrence': 3}}","{'Glass': 'bottle', 'Accuracy': 55}","[{'Glass': 'bottle', 'Occurrence': 45, 'Average Accuracy': 54.111111111111114}]","{'Glass': 'bottle', 'Accuracy': 54}","{'bottle': {'Top Accuracy': 55, 'Occurrence': 45}}","{'donut': {'Top Accuracy': 63, 'Occurrences': 3}}","{'dining table': [58, 57, 57, 57, 57, 57, 56, 56, 56, 56, 56, 57, 56, 54, 54, 55, 55, 55, 56, 56, 58, 58, 58, 58, 59, 59, 60, 60, 60, 60, 60, 58, 58, 58, 58, 58, 59, 58, 58, 58, 58, 58, 58, 58, 58], 'food-container': [50, 50, 51, 50, 51, 49, 49, 49, 47, 47, 47, 47, 47, 48, 47, 47, 48, 47, 47, 48, 48, 47, 47, 47, 47, 48, 48, 48, 48, 48, 48, 48, 47, 47, 47, 47, 48, 48, 48, 48, 48, 47, 47, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 49, 48], 'teddy bear': [47, 48, 48]}"
Crispy Baked Chicken Roll,https://tasty.co/recipe/crispy-baked-chicken-roll,398.0,"[{'Cutlery': 'fork', 'Accuracy': 67}]","[{'Cutlery': 'fork', 'Occurrence': 20, 'Average Accuracy': 52.3}]","{'Cutlery': 'fork', 'Accuracy': 49}","{'person': {'Top Accuracy': 53, 'Occurrence': 3}, 'fork': {'Top Accuracy': 67, 'Occurrence': 20}}","{'Container': 'bowl', 'Accuracy': 54}","[{'Container': 'bowl', 'Occurrence': 7, 'Average Accuracy': 53.857142857142854}]","{'Container': 'bowl', 'Accuracy': 54}","{'bowl': {'Top Accuracy': 54, 'Occurrence': 7}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 65, 'Occurrences': 8}, 'donut': {'Top Accuracy': 65, 'Occurrences': 5}}","{'kite': [58], 'vase': [54], 'measuring-cup': [62, 50], 'tennis racket': [56, 50, 49], 'tongs': [51], 'cell phone': [50], 'remote': [48, 50, 50, 50]}"
Chicken Cordon Bleu Lasagna,https://tasty.co/recipe/chicken-cordon-bleu-lasagna,394.0,"[{'Cutlery': 'fork', 'Accuracy': 67}]","[{'Cutlery': 'fork', 'Occurrence': 20, 'Average Accuracy': 52.5}]","{'Cutlery': 'fork', 'Accuracy': 49}","{'person': {'Top Accuracy': 53, 'Occurrence': 4}, 'fork': {'Top Accuracy': 67, 'Occurrence': 20}}","{'Container': 'bowl', 'Accuracy': 51}","[{'Container': 'bowl', 'Occurrence': 1, 'Average Accuracy': 51.0}]","{'Container': 'bowl', 'Accuracy': 51}","{'bowl': {'Top Accuracy': 51, 'Occurrence': 1}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},{},"{'vase': [56], 'kite': [54, 48], 'measuring-cup': [61, 50], 'peeler': [48], 'tennis racket': [55], 'tongs': [50], 'cell phone': [51], 'remote': [48, 52, 47, 48, 48, 48]}"
18-Inches Long Ham And Cheese Swirl Croissant,https://tasty.co/recipe/18-inches-long-ham-and-cheese-swirl-croissant,399.0,"[{'Cutlery': 'fork', 'Accuracy': 68}]","[{'Cutlery': 'fork', 'Occurrence': 20, 'Average Accuracy': 52.65}]","{'Cutlery': 'fork', 'Accuracy': 49}","{'person': {'Top Accuracy': 53, 'Occurrence': 3}, 'fork': {'Top Accuracy': 68, 'Occurrence': 20}}","{'Container': 'bowl', 'Accuracy': 61}","[{'Container': 'bowl', 'Occurrence': 28, 'Average Accuracy': 54.214285714285715}]","{'Container': 'bowl', 'Accuracy': 54}","{'bowl': {'Top Accuracy': 61, 'Occurrence': 28}}","{'Glass': 'cup', 'Accuracy': 58}","[{'Glass': 'cup', 'Occurrence': 13, 'Average Accuracy': 53.69230769230769}]","{'Glass': 'cup', 'Accuracy': 56}","{'cup': {'Top Accuracy': 58, 'Occurrence': 13}}","{'cake': {'Top Accuracy': 65, 'Occurrences': 15}}","{'kite': [56], 'vase': [54, 53], 'measuring-cup': [62, 51], 'tennis racket': [56, 51, 47], 'tongs': [50], 'cell phone': [48], 'remote': [48, 51, 51, 51]}"
"Ham, Cheese, And Spinach-stuffed Chicken",https://tasty.co/recipe/ham-cheese-and-spinach-stuffed-chicken,404.0,"[{'Cutlery': 'fork', 'Accuracy': 70}, {'Cutlery': 'knife', 'Accuracy': 57}]","[{'Cutlery': 'fork', 'Occurrence': 15, 'Average Accuracy': 57.2}]","{'Cutlery': 'fork', 'Accuracy': 48}","{'person': {'Top Accuracy': 54, 'Occurrence': 1}, 'fork': {'Top Accuracy': 70, 'Occurrence': 15}, 'knife': {'Top Accuracy': 57, 'Occurrence': 2}}","{'Container': 'bowl', 'Accuracy': 55}","[{'Container': 'bowl', 'Occurrence': 28, 'Average Accuracy': 51.0}]","{'Container': 'bowl', 'Accuracy': 48}","{'bowl': {'Top Accuracy': 55, 'Occurrence': 28}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'donut': {'Top Accuracy': 61, 'Occurrences': 26}, 'cake': {'Top Accuracy': 55, 'Occurrences': 16}}","{'pan': [97, 97, 97, 96, 99, 98, 98, 98, 98, 98, 98, 98, 98, 99, 99, 99, 99, 99, 98, 99, 99, 99, 98, 98, 98, 98, 97, 97, 96, 98, 98, 96, 95, 96, 96, 95, 95], 'tongs': [67, 61, 74, 72, 51, 55, 54, 60, 59, 67, 58, 53, 83, 84, 50, 61, 61, 64, 65, 71, 68, 67, 67, 72, 71, 63, 54, 52, 48], 'skimmer': [48, 49, 59, 50, 54], 'dog': [50], 'sieve': [56, 47], 'baking-dish': [69, 86, 49, 94, 94, 94, 94, 94, 94, 94, 95, 94, 94, 94, 94, 94, 93, 94, 94, 94, 94, 94, 94, 94, 93, 77], 'food-container': [53], 'car': [52, 53], 'surfboard': [49], 'toothbrush': [47]}"
Grilled Cheese “Ravioli”,https://tasty.co/recipe/grilled-cheese-ravioli,395.0,"[{'Cutlery': 'person', 'Accuracy': 89}]","[{'Cutlery': 'person', 'Occurrence': 62, 'Average Accuracy': 79.91935483870968}]","{'Cutlery': 'person', 'Accuracy': 86}","{'person': {'Top Accuracy': 89, 'Occurrence': 62}}","{'Container': 'bowl', 'Accuracy': 70}","[{'Container': 'bowl', 'Occurrence': 119, 'Average Accuracy': 57.285714285714285}]","{'Container': 'bowl', 'Accuracy': 52}","{'bowl': {'Top Accuracy': 70, 'Occurrence': 119}}","{'Glass': 'cup', 'Accuracy': 78}","[{'Glass': 'cup', 'Occurrence': 105, 'Average Accuracy': 67.24761904761905}]","{'Glass': 'cup', 'Accuracy': 74}","{'cup': {'Top Accuracy': 78, 'Occurrence': 105}}",{},"{'tie': [48, 52, 52, 47, 54, 53, 62, 50, 62, 52, 49, 64, 52, 52, 56, 56, 50, 52, 49, 48, 54, 62], 'jug': [55, 53], 'silicone-spatula': [48, 49], 'pinch-bowl': [48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49]}"
Chicken Cordon Bleu Bake,https://tasty.co/recipe/chicken-cordon-bleu-bake,397.0,"[{'Cutlery': None, 'Accuracy': -1}]","[{'Cutlery': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Container': 'bowl', 'Accuracy': 53}","[{'Container': 'bowl', 'Occurrence': 4, 'Average Accuracy': 53.0}]","{'Container': 'bowl', 'Accuracy': 53}","{'bowl': {'Top Accuracy': 53, 'Occurrence': 4}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 50, 'Occurrences': 2}, 'donut': {'Top Accuracy': 64, 'Occurrences': 4}}","{'turner': [50, 53], 'tongs': [56, 49], 'toothbrush': [52, 48, 61, 57, 55, 48, 53, 47], 'mixer': [48, 49, 54, 54, 51, 48], 'teddy bear': [47, 47]}"
Taco Pizza,https://tasty.co/recipe/taco-pizza,406.0,"[{'Cutlery': 'person', 'Accuracy': 90}]","[{'Cutlery': 'person', 'Occurrence': 79, 'Average Accuracy': 69.9367088607595}]","{'Cutlery': 'person', 'Accuracy': 88}","{'person': {'Top Accuracy': 90, 'Occurrence': 79}}","{'Container': None, 'Accuracy': -1}","[{'Container': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 68, 'Occurrences': 25}, 'donut': {'Top Accuracy': 51, 'Occurrences': 3}}","{'umbrella': [58, 53, 50, 51, 48, 50, 54], 'bed': [48, 69, 59, 57, 52, 55, 52], 'silicone-spatula': [49, 48, 48, 48, 47, 47, 49, 52, 51, 50, 50, 47, 50, 49, 49, 50, 47], 'dining table': [48, 49, 52, 52, 52, 51, 52, 53, 51, 53, 54, 51, 52, 53, 51, 48, 48, 49, 49, 50, 49], 'cat': [50], 'vase': [58, 59, 61, 65, 63, 61, 59, 63, 64, 61, 62, 60, 58, 56, 61, 60, 58, 60, 63, 65, 69, 65, 64, 60, 56], 'potted plant': [47, 48, 49, 47, 48, 47, 49, 49, 47, 48, 50, 48]}"
Crunchy Taco Cups,https://tasty.co/recipe/crunchy-taco-cups,405.0,"[{'Cutlery': None, 'Accuracy': -1}]","[{'Cutlery': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Container': 'bowl', 'Accuracy': 49}","[{'Container': 'bowl', 'Occurrence': 3, 'Average Accuracy': 47.666666666666664}]","{'Container': 'bowl', 'Accuracy': 47}","{'bowl': {'Top Accuracy': 49, 'Occurrence': 3}}","{'Glass': 'cup', 'Accuracy': 56}","[{'Glass': 'cup', 'Occurrence': 2, 'Average Accuracy': 54.0}]","{'Glass': 'cup', 'Accuracy': 52}","{'cup': {'Top Accuracy': 56, 'Occurrence': 2}}","{'cake': {'Top Accuracy': 65, 'Occurrences': 48}}","{'sieve': [52, 49, 47, 48, 54, 53, 54, 51, 48, 55, 54, 54, 53, 54, 53, 54], 'parking meter': [49], 'cell phone': [48], 'silicone-spatula': [54, 53, 49, 54, 52], 'sink': [52], 'bird': [59, 53], 'dining table': [51], 'vase': [61], 'icing-spatula': [47]}"
Southwest Chicken Alfredo Pasta Bake,https://tasty.co/recipe/southwest-chicken-pasta-bake,401.0,"[{'Cutlery': 'person', 'Accuracy': 72}]","[{'Cutlery': 'person', 'Occurrence': 27, 'Average Accuracy': 57.592592592592595}]","{'Cutlery': 'spoon', 'Accuracy': 51}","{'person': {'Top Accuracy': 72, 'Occurrence': 27}, 'spoon': {'Top Accuracy': 55, 'Occurrence': 5}}","{'Container': 'bowl', 'Accuracy': 60}","[{'Container': 'bowl', 'Occurrence': 13, 'Average Accuracy': 53.92307692307692}]","{'Container': 'bowl', 'Accuracy': 55}","{'bowl': {'Top Accuracy': 60, 'Occurrence': 13}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 61, 'Occurrences': 32}}","{'food-container': [47, 47], 'tie': [51, 50, 56, 54, 48], 'tongs': [62, 54], 'cat': [48, 47], 'whisk': [48, 47, 50, 62, 63, 66, 70, 58, 60, 53, 50, 51, 59, 60, 64, 48, 54, 50, 52, 51, 53], 'toothbrush': [50, 54, 53, 54], 'sieve': [49, 49, 54, 56, 60, 55, 51, 51, 48, 50, 57, 53, 53, 51, 48, 52, 55, 48, 49]}"
Chicken Fajita Quesadillas,https://tasty.co/recipe/chicken-fajita-quesadillas,400.0,"[{'Cutlery': 'person', 'Accuracy': 61}]","[{'Cutlery': 'person', 'Occurrence': 7, 'Average Accuracy': 50.714285714285715}]","{'Cutlery': 'person', 'Accuracy': 49}","{'knife': {'Top Accuracy': 55, 'Occurrence': 3}, 'person': {'Top Accuracy': 61, 'Occurrence': 7}, 'spoon': {'Top Accuracy': 55, 'Occurrence': 2}}","{'Container': 'bowl', 'Accuracy': 77}","[{'Container': 'bowl', 'Occurrence': 99, 'Average Accuracy': 60.55555555555556}]","{'Container': 'bowl', 'Accuracy': 50}","{'bowl': {'Top Accuracy': 77, 'Occurrence': 99}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 53, 'Occurrences': 3}, 'sandwich': {'Top Accuracy': 52, 'Occurrences': 1}}","{'pan': [68, 73, 73, 73, 71, 78, 79, 77, 73, 75, 74, 72, 71, 72, 69, 72, 78, 74, 73, 74, 80, 64, 73, 74, 75, 70, 65, 69, 73, 71, 76, 69, 71, 74, 74, 73, 76, 75, 93, 92, 92, 95, 79, 92, 91, 93, 92, 93, 93, 92, 93, 94, 97, 94, 78, 59, 55, 49, 57, 65, 97, 97, 97, 96, 96, 96, 95, 93, 96, 88, 79, 80, 82, 84, 89, 89, 89, 88, 88, 88, 88, 89, 87, 84, 85, 84, 84, 81, 76, 48, 66, 60], 'bird': [59], 'whisk': [60, 60, 52, 53, 47, 57, 50, 60, 48, 51, 52, 49, 49, 48, 48, 49, 47, 50], 'tongs': [59, 49, 51, 52, 55, 57, 68, 64, 66, 56], 'surfboard': [52, 48, 48, 50, 48, 50], 'dining table': [52, 48, 53, 50, 50, 50, 50, 50, 54, 54, 53, 53, 53, 53, 51, 51, 51, 51, 52, 53, 53, 53, 53], 'turner': [53], 'sieve': [58, 58, 60, 59, 59, 58, 59, 62, 62, 64, 65, 65, 63, 63, 62, 61, 61, 61, 61, 61], 'laptop': [49, 51], 'toilet': [69, 59], 'baking-form': [49]}"
Slow Cooker Shredded Chicken Tacos,https://tasty.co/recipe/slow-cooker-shredded-tacos,407.0,"[{'Cutlery': 'person', 'Accuracy': 68}, {'Cutlery': 'spoon', 'Accuracy': 65}]","[{'Cutlery': 'spoon', 'Occurrence': 97, 'Average Accuracy': 54.54639175257732}]","{'Cutlery': 'person', 'Accuracy': 53}","{'person': {'Top Accuracy': 68, 'Occurrence': 30}, 'spoon': {'Top Accuracy': 65, 'Occurrence': 97}, 'knife': {'Top Accuracy': 62, 'Occurrence': 2}}","{'Container': 'bowl', 'Accuracy': 66}","[{'Container': 'bowl', 'Occurrence': 103, 'Average Accuracy': 54.45631067961165}]","{'Container': 'bowl', 'Accuracy': 49}","{'bowl': {'Top Accuracy': 66, 'Occurrence': 103}, 'plate': {'Top Accuracy': 51, 'Occurrence': 1}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},{},"{'food-container': [50, 51, 50, 49, 50, 48, 47, 51, 50, 53, 54], 'jar': [50, 56, 55, 52], 'dining table': [56, 57, 58, 59, 58, 58, 58, 59, 58, 56, 58, 58, 57, 54, 51, 48, 48, 49, 51, 52, 54, 52, 56, 54, 56, 57, 51, 51, 48, 49, 49, 51, 50, 51, 53, 55, 57, 58, 54, 54, 50, 52, 54, 52, 54, 47, 50, 51, 51, 51, 48, 50, 52, 54, 55, 53, 48, 55, 55, 53, 55, 51, 49, 51, 55, 54, 52, 55, 55, 55, 54, 54, 54, 54, 54, 54, 55, 54, 53, 51, 49, 48, 47, 47], 'tongs': [60, 61, 82, 89, 72, 54, 48, 52, 50, 48], 'scissors': [53], 'wooden-spatula': [48], 'remote': [50], 'measuring-cup': [49, 55, 48], 'pinch-bowl': [47, 48, 47], 'toothbrush': [48], 'cell phone': [54]}"
Honey Garlic Chicken Wings,https://tasty.co/recipe/honey-garlic-chicken-wings,402.0,"[{'Cutlery': 'person', 'Accuracy': 55}]","[{'Cutlery': 'person', 'Occurrence': 8, 'Average Accuracy': 50.75}]","{'Cutlery': 'person', 'Accuracy': 48}","{'person': {'Top Accuracy': 55, 'Occurrence': 8}, 'knife': {'Top Accuracy': 53, 'Occurrence': 1}, 'spoon': {'Top Accuracy': 51, 'Occurrence': 1}}","{'Container': 'plate', 'Accuracy': 71}","[{'Container': 'bowl', 'Occurrence': 47, 'Average Accuracy': 53.744680851063826}]","{'Container': 'plate', 'Accuracy': 63}","{'bowl': {'Top Accuracy': 62, 'Occurrence': 47}, 'plate': {'Top Accuracy': 71, 'Occurrence': 17}}","{'Glass': 'wine glass', 'Accuracy': 60}","[{'Glass': 'wine glass', 'Occurrence': 2, 'Average Accuracy': 58.5}]","{'Glass': 'wine glass', 'Accuracy': 57}","{'wine glass': {'Top Accuracy': 60, 'Occurrence': 2}}","{'donut': {'Top Accuracy': 52, 'Occurrences': 1}}","{'pan': [90, 91, 92, 92, 92, 92, 90, 88, 86, 88, 93, 94, 94, 93, 75, 84, 88, 88, 86, 79, 87, 94, 80, 65, 92, 91, 91, 92, 91, 85, 86, 85, 88, 92, 93, 92, 92, 91, 91, 88, 84, 83, 74, 74, 82, 81, 88, 85, 82, 82, 80, 73, 73, 82, 82, 89, 86, 88, 86, 89, 77, 83, 77, 81, 91, 91, 88, 85, 87, 84, 88, 75, 90, 92, 79, 87, 92], 'bed': [49], 'turner': [52, 47], 'keyboard': [48], 'silicone-spatula': [56, 49], 'sieve': [47], 'tongs': [50, 47, 50]}"
Chocolate Pancakes,https://tasty.co/recipe/chocolate-pancakes,419.0,"[{'Cutlery': 'person', 'Accuracy': 66}]","[{'Cutlery': 'person', 'Occurrence': 6, 'Average Accuracy': 63.166666666666664}]","{'Cutlery': 'chopsticks', 'Accuracy': 51}","{'person': {'Top Accuracy': 66, 'Occurrence': 6}, 'chopsticks': {'Top Accuracy': 51, 'Occurrence': 2}}","{'Container': 'bowl', 'Accuracy': 62}","[{'Container': 'bowl', 'Occurrence': 12, 'Average Accuracy': 55.416666666666664}]","{'Container': 'plate', 'Accuracy': 48}","{'bowl': {'Top Accuracy': 62, 'Occurrence': 12}, 'plate': {'Top Accuracy': 48, 'Occurrence': 3}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 64, 'Occurrences': 60}, 'donut': {'Top Accuracy': 82, 'Occurrences': 60}}","{'pan': [89, 85, 84, 81, 85, 83, 92, 90, 88, 90, 89, 84, 83], 'skimmer': [51, 56, 55, 59, 66, 49, 63, 53], 'sieve': [49], 'motorcycle': [55]}"
Banh Mi Meatball Sandwich,https://tasty.co/recipe/banh-mi-meatball-sandwich,415.0,"[{'Cutlery': 'person', 'Accuracy': 66}]","[{'Cutlery': 'person', 'Occurrence': 36, 'Average Accuracy': 56.138888888888886}]","{'Cutlery': 'person', 'Accuracy': 49}","{'person': {'Top Accuracy': 66, 'Occurrence': 36}}","{'Container': None, 'Accuracy': -1}","[{'Container': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 48, 'Occurrences': 1}}","{'dining table': [50, 48], 'pan': [80, 69, 72, 79, 80, 79, 76, 70, 65, 67, 81, 80, 71, 76, 72, 65], 'tongs': [62, 72, 53, 59], 'surfboard': [49, 56, 55, 48], 'boat': [47], 'food-container': [48, 50, 50, 50, 52, 53, 53, 48, 48, 47, 48, 52], 'bird': [48], 'frisbee': [49], 'toothbrush': [47], 'scissors': [68, 66, 50, 49]}"
Quinoa Ratatouille-Stuffed Peppers,https://tasty.co/recipe/quinoa-ratatouille-stuffed-peppers,410.0,"[{'Cutlery': 'fork', 'Accuracy': 58}]","[{'Cutlery': 'fork', 'Occurrence': 17, 'Average Accuracy': 52.11764705882353}]","{'Cutlery': 'fork', 'Accuracy': 55}","{'person': {'Top Accuracy': 51, 'Occurrence': 4}, 'fork': {'Top Accuracy': 58, 'Occurrence': 17}}","{'Container': None, 'Accuracy': -1}","[{'Container': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Glass': 'bottle', 'Accuracy': 65}","[{'Glass': 'bottle', 'Occurrence': 1, 'Average Accuracy': 65.0}]","{'Glass': 'bottle', 'Accuracy': 65}","{'bottle': {'Top Accuracy': 65, 'Occurrence': 1}}","{'cake': {'Top Accuracy': 67, 'Occurrences': 26}, 'donut': {'Top Accuracy': 49, 'Occurrences': 1}}","{'whisk': [49, 49, 55, 59, 55, 49, 58, 52, 57, 50, 50, 53, 53, 53, 54, 54, 54, 55, 55, 52], 'sieve': [51, 51], 'vase': [55, 48, 57, 58], 'kite': [61, 49], 'measuring-cup': [54, 63, 52, 50, 48, 48], 'tennis racket': [51, 52, 56], 'tongs': [48, 53], 'cell phone': [55], 'remote': [47, 47, 47]}"
Huevos Ranchero Tortilla Cups,https://tasty.co/recipe/huevos-ranchero-tortilla-cups,411.0,"[{'Cutlery': 'person', 'Accuracy': 69}]","[{'Cutlery': 'person', 'Occurrence': 16, 'Average Accuracy': 54.3125}]","{'Cutlery': 'person', 'Accuracy': 48}","{'person': {'Top Accuracy': 69, 'Occurrence': 16}}","{'Container': 'bowl', 'Accuracy': 78}","[{'Container': 'bowl', 'Occurrence': 109, 'Average Accuracy': 57.38532110091743}]","{'Container': 'bowl', 'Accuracy': 53}","{'bowl': {'Top Accuracy': 78, 'Occurrence': 109}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 52, 'Occurrences': 4}}",{'laptop': [49]}
Pumpkin Spiced Latte Cinnamon Rolls,https://tasty.co/recipe/pumpkin-spice-latte-rolls,416.0,"[{'Cutlery': None, 'Accuracy': -1}]","[{'Cutlery': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Container': 'bowl', 'Accuracy': 49}","[{'Container': 'bowl', 'Occurrence': 6, 'Average Accuracy': 48.0}]","{'Container': 'bowl', 'Accuracy': 48}","{'bowl': {'Top Accuracy': 49, 'Occurrence': 6}}","{'Glass': 'cup', 'Accuracy': 76}","[{'Glass': 'cup', 'Occurrence': 2, 'Average Accuracy': 67.0}]","{'Glass': 'cup', 'Accuracy': 58}","{'cup': {'Top Accuracy': 76, 'Occurrence': 2}}","{'donut': {'Top Accuracy': 65, 'Occurrences': 12}, 'cake': {'Top Accuracy': 70, 'Occurrences': 29}}","{'vase': [49], 'bed': [54], 'turner': [53, 56, 62, 61, 61, 60, 56, 54], 'laptop': [51, 58, 59, 49, 61], 'silicone-spatula': [55, 55, 48, 51, 47]}"
